pl,sg,broad_category,category,synset
parks,park,noun.location,noun.location.region,park.n.01
liars,liar,noun.person,noun.person.bad_person,liar.n.01
dishes,dish,noun.artifact,noun.artifact.ware,dish.n.01
legs,leg,noun.body,noun.body.external_body_part,leg.n.01
waters,water,noun.substance,noun.substance.binary_compound,water.n.01
bananas,banana,noun.plant,noun.plant,banana.n.01
berries,berry,noun.food,noun.food.reproductive_structure,berry.n.01
rocks,rock,noun.object,noun.object,rock.n.01
blades,blade,noun.plant,noun.plant.leaf,blade.n.01
shields,shield,noun.artifact,noun.artifact.protective_covering,shield.n.01
spaces,space,noun.Tops,noun.Tops,space.n.01
records,record,noun.communication,noun.communication.indication,record.n.01
girlfriends,girlfriend,noun.person,noun.person.adult,girlfriend.n.01
calls,call,noun.communication,noun.communication.medium,call.n.01
entrances,entrance,noun.artifact,noun.artifact.way,entrance.n.01
jokes,joke,noun.communication,noun.communication.wit,joke.n.01
sneakers,sneaker,noun.artifact,noun.artifact.footwear,gym_shoe.n.01
finishes,finish,noun.attribute,noun.attribute.appearance,coating.n.02
studios,studio,noun.artifact,noun.artifact.point,studio.n.01
vocals,vocal,noun.communication,noun.communication.auditory_communication,vocal_music.n.01
beeps,beep,noun.event,noun.event.sound,beep.n.01
renters,renter,noun.person,noun.person.money_handler,tenant.n.01
rewards,reward,noun.event,noun.event.ending,wages.n.01
cards,card,noun.artifact,noun.artifact,card.n.01
offers,offer,noun.communication,noun.communication.speech_act,offer.n.01
almonds,almond,noun.plant,noun.plant.angiospermous_tree,almond.n.01
growers,grower,noun.person,noun.person.creator,agriculturist.n.01
theaters,theater,noun.artifact,noun.artifact.building,theater.n.01
rounds,round,noun.artifact,noun.artifact.weaponry,round.n.01
positions,position,noun.location,noun.location.point,position.n.01
passes,pass,noun.act,noun.act.accomplishment,base_on_balls.n.01
knees,knee,noun.body,noun.body.joint,knee.n.01
gunshots,gunshot,noun.act,noun.act.propulsion,gunfire.n.01
guns,gun,noun.artifact,noun.artifact.weapon,gun.n.01
roses,rose,noun.plant,noun.plant,rose.n.01
breadsticks,breadstick,noun.food,noun.food.foodstuff,breadstick.n.01
symptoms,symptom,noun.state,noun.state.evidence,symptom.n.01
changes,change,noun.event,noun.event.change,change.n.01
antidepressants,antidepressant,noun.artifact,noun.artifact.medicine,antidepressant.n.01
adults,adult,noun.person,noun.person,adult.n.01
relievers,reliever,noun.person,noun.person.peer,stand-in.n.01
thinners,thinner,noun.substance,noun.substance,dilutant.n.01
episodes,episode,noun.event,noun.event,episode.n.01
problems,problem,noun.state,noun.state.difficulty,problem.n.01
beginnings,beginning,noun.event,noun.event.beginning,beginning.n.01
weddings,wedding,noun.event,noun.event.social_event,wedding.n.01
functions,function,noun.relation,noun.relation,function.n.01
boos,boo,noun.communication,noun.communication.auditory_communication,boo.n.01
benches,bench,noun.artifact,noun.artifact.furnishing,bench.n.01
secrets,secret,noun.communication,noun.communication.information,secret.n.01
scripts,script,noun.communication,noun.communication,script.n.01
facts,fact,noun.cognition,noun.cognition,fact.n.01
differences,difference,noun.attribute,noun.attribute.difference,difference.n.01
hotels,hotel,noun.artifact,noun.artifact.building,hotel.n.01
snacks,snack,noun.food,noun.food.nutriment,bite.n.04
roots,root,noun.plant,noun.plant,root.n.01
breakthroughs,breakthrough,noun.cognition,noun.cognition.process,discovery.n.03
prayers,prayer,noun.act,noun.act,prayer.n.01
transplants,transplant,noun.body,noun.body.tissue,graft.n.01
cardiograms,cardiogram,noun.communication,noun.communication.visual_communication,electrocardiogram.n.01
cameras,camera,noun.artifact,noun.artifact.equipment,camera.n.01
miracles,miracle,noun.event,noun.event,miracle.n.01
bedrooms,bedroom,noun.artifact,noun.artifact.area,bedroom.n.01
siblings,sibling,noun.person,noun.person.relative,sibling.n.01
visits,visit,noun.act,noun.act,visit.n.01
biopsies,biopsy,noun.cognition,noun.cognition,biopsy.n.01
messages,message,noun.communication,noun.communication,message.n.01
seasons,season,noun.time,noun.time,season.n.01
costs,cost,noun.possession,noun.possession.transferred_property,cost.n.01
medicines,medicine,noun.cognition,noun.cognition.science,medicine.n.01
beads,bead,noun.artifact,noun.artifact.decoration,bead.n.01
procedures,procedure,noun.act,noun.act.procedure,procedure.n.01
emotions,emotion,noun.feeling,noun.feeling,emotion.n.01
pressures,pressure,noun.phenomenon,noun.phenomenon.physical_phenomenon,pressure.n.01
directions,direction,noun.location,noun.location.line,direction.n.01
strangers,stranger,noun.person,noun.person.traveler,stranger.n.01
updates,update,noun.communication,noun.communication.information,update.n.01
complications,complication,noun.act,noun.act,complication.n.01
troubles,trouble,noun.cognition,noun.cognition.cognitive_factor,trouble.n.01
steroids,steroid,noun.substance,noun.substance,steroid.n.01
checkups,checkup,noun.act,noun.act.work,checkup.n.01
tubes,tube,noun.artifact,noun.artifact.way,tube.n.01
breaks,break,noun.event,noun.event.interruption,interruption.n.02
organs,organ,noun.body,noun.body.organ,organ.n.01
surgeons,surgeon,noun.person,noun.person.adult,surgeon.n.01
flutters,flutter,noun.act,noun.act.motion,waver.n.03
beats,beat,noun.location,noun.location.line,beat.n.01
flags,flag,noun.artifact,noun.artifact.decoration,flag.n.01
firefighters,firefighter,noun.person,noun.person.preserver,fireman.n.04
keys,key,noun.artifact,noun.artifact,key.n.01
windows,window,noun.artifact,noun.artifact.supporting_structure,window.n.01
letters,letter,noun.communication,noun.communication.representation,letter.n.01
shops,shop,noun.artifact,noun.artifact.establishment,shop.n.01
centers,center,noun.location,noun.location.region,center.n.01
appliances,appliance,noun.artifact,noun.artifact,appliance.n.01
machines,machine,noun.artifact,noun.artifact.machine,machine.n.01
outages,outage,noun.quantity,noun.quantity.indefinite_quantity,outage.n.01
closures,closure,noun.act,noun.act.motion,closing.n.03
flames,flame,noun.process,noun.process.natural_process,fire.n.03
sheds,shed,noun.artifact,noun.artifact.building,shed.n.01
decks,deck,noun.artifact,noun.artifact.surface,deck.n.01
fires,fire,noun.event,noun.event.fire,fire.n.01
hoses,hose,noun.artifact,noun.artifact.clothing,hosiery.n.01
buckets,bucket,noun.artifact,noun.artifact.vessel,bucket.n.01
sides,side,noun.location,noun.location.region,side.n.01
hotspots,hotspot,noun.location,noun.location.region,hot_spot.n.01
acres,acre,noun.quantity,noun.quantity,acre.n.01
wildfires,wildfire,noun.event,noun.event.fire,wildfire.n.01
rips,rip,noun.person,noun.person.bad_person,rake.n.01
horses,horse,noun.animal,noun.animal.ungulate,horse.n.01
stables,stable,noun.artifact,noun.artifact.building,stable.n.01
holes,hole,noun.object,noun.object.amorphous_shape,hole.n.01
victims,victim,noun.person,noun.person.unfortunate,victim.n.01
hymns,hymn,noun.communication,noun.communication.auditory_communication,hymn.n.01
negotiators,negotiator,noun.person,noun.person.communicator,negotiator.n.01
difficulties,difficulty,noun.act,noun.act.work,trouble.n.04
classes,class,noun.group,noun.group.collection,class.n.01
actions,action,noun.act,noun.act,action.n.01
mushrooms,mushroom,noun.plant,noun.plant,mushroom.n.01
onions,onion,noun.plant,noun.plant.stalk,onion.n.01
gusts,gust,noun.phenomenon,noun.phenomenon.physical_phenomenon,gust.n.01
drones,drone,noun.animal,noun.animal.arthropod,drone.n.01
dangers,danger,noun.state,noun.state.danger,danger.n.01
temps,temp,noun.person,noun.person,temp.n.01
warnings,warning,noun.communication,noun.communication.speech_act,warning.n.01
mounds,mound,noun.artifact,noun.artifact.equipment,mound.n.01
corners,corner,noun.location,noun.location.region,corner.n.01
rolls,roll,noun.event,noun.event.movement,axial_rotation.n.01
valleys,valley,noun.object,noun.object.geological_formation,valley.n.01
locations,location,noun.Tops,noun.Tops,location.n.01
shelves,shelf,noun.artifact,noun.artifact.support,shelf.n.01
makers,maker,noun.person,noun.person.creator,maker.n.01
wheels,wheel,noun.artifact,noun.artifact.mechanism,wheel.n.01
finals,final,noun.event,noun.event.social_event,final.n.01
giants,giant,noun.animal,noun.animal,giant.n.01
funerals,funeral,noun.event,noun.event.social_event,funeral.n.01
remembrances,remembrance,noun.cognition,noun.cognition.ability,remembrance.n.01
signals,signal,noun.communication,noun.communication,signal.n.01
sources,source,noun.location,noun.location.point,beginning.n.04
preparations,preparation,noun.act,noun.act,preparation.n.01
accounts,account,noun.communication,noun.communication.indication,history.n.02
documents,document,noun.communication,noun.communication.document,document.n.01
weapons,weapon,noun.artifact,noun.artifact.weapon,weapon.n.01
incidents,incident,noun.event,noun.event,incident.n.01
responders,responder,noun.person,noun.person.communicator,respondent.n.02
posts,post,noun.location,noun.location.point,post.n.01
pieces,piece,noun.artifact,noun.artifact.part,piece.n.01
statements,statement,noun.communication,noun.communication.statement,statement.n.01
interviews,interview,noun.communication,noun.communication.speech_act,interview.n.01
businesses,business,noun.group,noun.group.enterprise,business.n.01
tactics,tactic,noun.cognition,noun.cognition.idea,tactic.n.01
opportunities,opportunity,noun.state,noun.state.being,opportunity.n.01
citizens,citizen,noun.person,noun.person.national,citizen.n.01
contracts,contract,noun.communication,noun.communication.document,contract.n.01
offices,office,noun.artifact,noun.artifact.establishment,office.n.01
counties,county,noun.location,noun.location.region,county.n.01
constituents,constituent,noun.artifact,noun.artifact.part,component.n.03
allies,ally,noun.group,noun.group.unit,ally.n.01
hoops,hoop,noun.artifact,noun.artifact.supporting_structure,hoop.n.01
connections,connection,noun.relation,noun.relation,connection.n.01
wipes,wipe,noun.act,noun.act.touch,rub.n.02
needs,need,noun.state,noun.state.need,need.n.01
interpreters,interpreter,noun.person,noun.person.communicator,interpreter.n.01
flights,flight,noun.group,noun.group.arrangement,flight.n.01
immigrants,immigrant,noun.person,noun.person.traveler,immigrant.n.01
ramifications,ramification,noun.act,noun.act.change_of_integrity,branching.n.01
wounds,wound,noun.state,noun.state.injury,wound.n.01
stitches,stitch,noun.artifact,noun.artifact,stitch.n.01
psychiatrists,psychiatrist,noun.person,noun.person.adult,psychiatrist.n.01
psychologists,psychologist,noun.person,noun.person.scientist,psychologist.n.01
retrievers,retriever,noun.animal,noun.animal.carnivore,retriever.n.01
ambassadors,ambassador,noun.person,noun.person.skilled_worker,ambassador.n.01
dogs,dog,noun.animal,noun.animal.carnivore,dog.n.01
counselors,counselor,noun.person,noun.person.expert,counselor.n.01
headaches,headache,noun.cognition,noun.cognition.stimulation,concern.n.04
migraines,migraine,noun.state,noun.state.evidence,migraine.n.01
attacks,attack,noun.act,noun.act.operation,attack.n.01
rugs,rug,noun.artifact,noun.artifact,rug.n.01
disasters,disaster,noun.state,noun.state.condition,catastrophe.n.02
smiles,smile,noun.communication,noun.communication.visual_communication,smile.n.01
volunteers,volunteer,noun.person,noun.person.skilled_worker,volunteer.n.01
listeners,listener,noun.person,noun.person.perceiver,hearer.n.01
characteristics,characteristic,noun.cognition,noun.cognition.idea,feature.n.01
planes,plane,noun.artifact,noun.artifact.conveyance,airplane.n.01
bucks,buck,noun.artifact,noun.artifact.equipment,vaulting_horse.n.01
networks,network,noun.group,noun.group.system,network.n.01
mattresses,mattress,noun.artifact,noun.artifact,mattress.n.01
lessons,lesson,noun.act,noun.act.occupation,lesson.n.01
strategies,strategy,noun.cognition,noun.cognition.idea,scheme.n.01
shooters,shooter,noun.artifact,noun.artifact.equipment,taw.n.02
phones,phone,noun.artifact,noun.artifact.equipment,telephone.n.01
doors,door,noun.artifact,noun.artifact.obstruction,door.n.01
rooms,room,noun.artifact,noun.artifact.area,room.n.01
goers,goer,noun.person,noun.person.traveler,departer.n.01
visitations,visitation,noun.event,noun.event.trouble,trial.n.06
structures,structure,noun.artifact,noun.artifact,structure.n.01
setbacks,setback,noun.event,noun.event,reverse.n.03
trips,trip,noun.act,noun.act.motion,trip.n.01
rallies,rally,noun.group,noun.group.gathering,rally.n.01
criticisms,criticism,noun.communication,noun.communication.disapproval,criticism.n.01
sounds,sound,noun.attribute,noun.attribute.sound_property,sound.n.01
values,value,noun.cognition,noun.cognition.idea,value.n.01
leaders,leader,noun.person,noun.person,leader.n.01
primaries,primary,noun.act,noun.act,primary.n.01
circles,circle,noun.shape,noun.shape.figure,circle.n.01
straights,straight,noun.person,noun.person,heterosexual.n.01
surrogates,surrogate,noun.person,noun.person.peer,surrogate.n.01
dreams,dream,noun.cognition,noun.cognition.process,dream.n.01
nitrates,nitrate,noun.substance,noun.substance,nitrate.n.01
infections,infection,noun.state,noun.state,infection.n.01
sweats,sweat,noun.body,noun.body.body_substance,perspiration.n.01
aches,ache,noun.state,noun.state.evidence,ache.n.01
reactions,reaction,noun.process,noun.process.natural_process,chemical_reaction.n.01
souls,soul,noun.person,noun.person,soul.n.01
loads,load,noun.artifact,noun.artifact,load.n.01
payments,payment,noun.possession,noun.possession.transferred_property,payment.n.01
designs,design,noun.act,noun.act.creation,design.n.01
features,feature,noun.cognition,noun.cognition.idea,feature.n.01
technologies,technology,noun.act,noun.act.use,technology.n.01
chants,chant,noun.communication,noun.communication.auditory_communication,chant.n.01
parts,part,noun.relation,noun.relation,part.n.01
grandmothers,grandmother,noun.person,noun.person.relative,grandma.n.01
proposals,proposal,noun.communication,noun.communication.proposal,proposal.n.01
speakers,speaker,noun.person,noun.person.communicator,speaker.n.01
sleeves,sleeve,noun.artifact,noun.artifact.cloth_covering,sleeve.n.01
occasions,occasion,noun.event,noun.event,juncture.n.01
jabs,jab,noun.act,noun.act.motion,jab.n.01
shirts,shirt,noun.artifact,noun.artifact.clothing,shirt.n.01
leaks,leak,noun.object,noun.object.amorphous_shape,leak.n.01
activists,activist,noun.person,noun.person.disputant,militant.n.01
votes,vote,noun.act,noun.act.choice,vote.n.01
hundreds,hundred,noun.quantity,noun.quantity.number,hundred.n.01
convictions,conviction,noun.cognition,noun.cognition.belief,conviction.n.01
warrants,warrant,noun.communication,noun.communication.document,warrant.n.01
lawmakers,lawmaker,noun.person,noun.person.leader,lawgiver.n.01
threats,threat,noun.state,noun.state.danger,menace.n.01
hostages,hostage,noun.person,noun.person.unfortunate,hostage.n.01
