"case","word","IPA","number","lemma","lemma_english","gender","frequency","freq..per.million","noun.type","X"
"acc","bajki","bajki","pl","bajka","story","f",487,0.09336,"common",""
"gen","bajki","bajki","sg","bajka","story","f",487,0.09336,"common",""
"nom","bakterie","baktɛriɛ","pl","bakteria","bacteria","f",298,0.05713,"common",""
"gen","bakterii","baktɛrii","pl","bakteria","bacteria","f",350,0.0671,"common",""
"nom","bal","bal","sg","bal","ball","m3",260,0.04984,"common",""
"acc","balkon","balkɔn","sg","balkon","balcony","m3",205,0.0393,"common",""
"gen","Bałtyku","bawtɨku","sg","Bałtyk","Baltic","m3",210,0.04026,"proper",""
"nom","Band","bant","sg","Band","Band","m3",150,0.02876,"proper","E"
"nom","bank","bank","sg","Bank","Bank","m3",1256,0.24078,"proper",""
"acc","bank","bank","sg","Bank","Bank","m3",1256,0.24078,"proper",""
"nom","bank","bank","sg","bank","bank","m3",671,0.12863,"common",""
"acc","bank","bank","sg","bank","bank","m3",671,0.12863,"common",""
"loc","bankach","bankacx","pl","bank","bank","m3",145,0.0278,"common",""
"acc","banki","banki","pl","bank","bank","m3",703,0.13477,"common",""
"nom","banki","banki","pl","bank","bank","m3",703,0.13477,"common",""
"inst","bankiem","bankiɛm","sg","bank","bank","m3",200,0.03834,"common",""
"gen","banków","bankuv","pl","bank","bank","m3",710,0.13611,"common",""
"gen","bankowości","bankɔvɔɕci","sg","bankowość","banking","f",254,0.04869,"common",""
"gen","banku","banku","sg","bank","bank","m3",1158,0.22199,"common",""
"loc","banku","banku","sg","bank","bank","m3",1158,0.22199,"common",""
"gen","Banku","banku","sg","Bank","Bank","m3",744,0.14263,"proper","b"
"loc","Banku","banku","sg","Bank","Bank","m3",744,0.14263,"proper","b"
"nom","bar","bar","sg","bar","bar","m3",426,0.08167,"common",""
"nom","Barbara","barbara","sg","Barbara","Barbara","f",688,0.13189,"proper",""
"gen","Barbary","barbarɨ","sg","Barbara","Barbara","f",251,0.04812,"proper",""
"gen","barier","bariɛr","pl","bariera","barrier","f",267,0.05118,"common",""
"acc","barierę","bariɛrɛ","sg","bariera","barrier","f",153,0.02933,"common",""
"nom","Barlinek","barlinɛk","sg","Barlinek","Barlinek","m3",183,0.03508,"proper",""
"nom","Bartek","bartɛk","sg","Bartek","Bartek","m1",240,0.04601,"proper",""
"nom","Bartłomiej","bartwɔmiɛj","sg","Bartłomiej","Bartholomew","m1",280,0.05368,"proper",""
"nom","Bartosz","bartɔʃ","sg","Bartosz","Bartosz","m1",417,0.07994,"proper",""
"gen","barw","barv","pl","barwa","color","f",409,0.07841,"common",""
"loc","barwach","barvacx","pl","barwa","color","f",399,0.07649,"common",""
"acc","barwę","barvɛ","sg","barwa","color","f",158,0.03029,"common",""
"gen","barwy","barvɨ","sg","barwa","color","f",560,0.10735,"common",""
"nom","barwy","barvɨ","pl","barwa","color","f",560,0.10735,"common",""
"acc","barwy","barvɨ","pl","barwa","color","f",560,0.10735,"common",""
"nom","basen","basɛn","sg","basen","swimming pool","m3",665,0.12748,"common",""
"acc","basen","basɛn","sg","basen","swimming pool","m3",665,0.12748,"common",""
"loc","basenie","basɛniɛ","sg","basen","swimming pool","m3",284,0.05444,"common",""
"gen","basenu","basɛnu","sg","basen","swimming pool","m3",279,0.05348,"common",""
"gen","batalionu","bataliɔnu","sg","batalion","ruff","m3",156,0.02991,"common",""
"nom","bateria","batɛria","sg","bateria","battery","f",224,0.04294,"common",""
"acc","baterie","batɛriɛ","pl","bateria","battery","f",287,0.05502,"common",""
"gen","baterii","batɛrii","sg","bateria","battery","f",493,0.09451,"common",""
"gen","baz","baz","pl","baza","base","f",301,0.0577,"common",""
"nom","baza","baza","sg","baza","base","f",776,0.14876,"common",""
"inst","bazą","bazą","sg","baza","base","f",276,0.05291,"common",""
"acc","bazę","bazɛ","sg","baza","base","f",495,0.09489,"common",""
"loc","bazie","baziɛ","sg","baza","base","f",1223,0.23445,"common",""
"gen","bazy","bazɨ","sg","baza","base","f",1214,0.23273,"common",""
"loc","bazylice","bazɨlicɛ","sg","bazylika","basilica","f",169,0.0324,"common",""
"nom","Beata","bɛata","sg","Beata","Beata","f",536,0.10275,"proper",""
"gen","Beaty","bɛatɨ","sg","Beata","Beata","f",147,0.02818,"proper",""
"gen","Belgii","bɛlgii","sg","Belgia","Belgium","f",338,0.0648,"proper",""
"loc","Belgii","bɛlgii","sg","Belgia","Belgium","f",338,0.0648,"proper",""
"nom","Benedykt","bɛnɛdɨkt","sg","Benedykt","Benedict","m1",173,0.03316,"proper",""
"gen","beneficjentów","bɛnɛficjɛntuv","pl","beneficjent","beneficiary","m1",202,0.03872,"common",""
"nom","benzyna","bɛnzɨna","sg","benzyna","gas","f",185,0.03546,"common",""
"gen","benzyny","bɛnzɨnɨ","sg","benzyna","gas","f",190,0.03642,"common",""
"nom","Berlin","bɛrlin","sg","Berlin","Berlin","m3",272,0.05214,"proper",""
"gen","Berlina","bɛrlina","sg","Berlin","Berlin","m3",268,0.05138,"proper",""
"loc","Berlinie","bɛrliniɛ","sg","Berlin","Berlin","m3",467,0.08952,"proper",""
"gen","Beskidu","bɛskidu","sg","Beskid","Beskid","m3",149,0.02856,"proper",""
"nom","Best","bɛst","sg","Best","Best","f",130,0.02492,"proper","E"
"nom","beta","bɛta","sg","beta","beta","f",155,0.02971,"common",""
"gen","betonu","bɛtɔnu","sg","beton","concrete","m3",266,0.05099,"common",""
"nom","bez","bɛz","sg","bez","lilac","m3",211,0.04045,"common",""
"gen","bezpieczeństwa","bɛzpiɛtʃɛɲstfa","sg","bezpeczeństwo","security","n",3582,0.68668,"common",""
"gen","bezpieczeństwa","bɛzpiɛtʃɛɲstfa","sg","bezpieczeństwo","security","n",569,0.10908,"common",""
"inst","bezpieczeństwem","bɛzpiɛtʃɛɲstfɛm","sg","bezpieczeństwo","security","n",252,0.04831,"common",""
"loc","bezpieczeństwie","bɛzpiɛtʃɛɲstfiɛ","sg","bezpieczeństwo","security","n",182,0.03489,"common",""
"acc","bezpieczeństwo","bɛzpiɛtʃɛɲstfɔ","sg","bezpieczeństwo","security","n",1802,0.34545,"common",""
"nom","bezpieczeństwo","bɛzpiɛtʃɛɲstfɔ","sg","bezpieczeństwo","security","n",1802,0.34545,"common",""
"gen","bezrobocia","bɛzrɔbɔcia","sg","bezrobocie","unemployment","n",378,0.07246,"common",""
"nom","bezrobocie","bɛzrɔbɔciɛ","sg","bezrobocie","unemployment","n",256,0.04908,"common",""
"gen","bezrobotnych","bɛzrɔbɔtnɨcx","pl","bezrobotny","unemployed","m1",348,0.06671,"common",""
"nom","Biała","biawa","sg","Biała","Biała","f",134,0.02569,"proper",""
"gen","Białegostoku","biawɛgɔstɔku","sg","Białystok","Białystok","m3",198,0.03796,"proper",""
"gen","białek","biawɛk","pl","białko","protein","n",245,0.04697,"common",""
"gen","białka","biawka","sg","białko","protein","n",534,0.10237,"common",""
"gen","Białorusi","biawɔrusi","sg","Białoruś","Belarus","f",424,0.08128,"proper",""
"loc","Białorusi","biawɔrusi","sg","Białoruś","Belarus","f",424,0.08128,"proper",""
"loc","Białymstoku","biawɨmstɔku","sg","Białystok","Białystok","m3",575,0.11023,"proper",""
"nom","Białystok","biawɨstɔk","sg","Białystok","Białystok","m3",310,0.05943,"proper",""
"nom","biblia","biblia","sg","biblia","Bible","f",206,0.03949,"common",""
"gen","biblii","biblii","sg","biblia","Bible","f",207,0.03968,"common",""
"loc","bibliotece","bibliɔtɛcɛ","sg","biblioteka","library","f",833,0.15969,"common",""
"gen","bibliotek","bibliɔtɛk","pl","biblioteka","library","f",405,0.07764,"common",""
"nom","biblioteka","bibliɔtɛka","sg","biblioteka","library","f",1120,0.21471,"common",""
"acc","bibliotekę","bibliɔtɛkɛ","sg","biblioteka","library","f",269,0.05157,"common",""
"gen","biblioteki","bibliɔtɛki","sg","biblioteka","library","f",1444,0.27682,"common",""
"gen","biedy","biɛdɨ","sg","bieda","poverty","f",142,0.02722,"common",""
"nom","bieg","biɛk","sg","bieg","run","m3",927,0.17771,"common",""
"acc","bieg","biɛk","sg","bieg","run","m3",927,0.17771,"common",""
"loc","biegach","biɛgacx","pl","bieg","run","m3",186,0.03566,"common",""
"acc","biegaczy","biɛgatʃɨ","pl","biegacz","runner","m1",183,0.03508,"common",""
"inst","biegiem","biɛgiɛm","sg","bieg","run","m3",296,0.05674,"common",""
"gen","biegów","biɛguv","pl","bieg","run","m3",453,0.08684,"common",""
"gen","biegu","biɛgu","sg","bieg","run","m3",1280,0.24538,"common",""
"loc","biegu","biɛgu","sg","bieg","run","m3",1280,0.24538,"common",""
"nom","bielizna","biɛlizna","sg","bielizna","underwear","f",174,0.03336,"common",""
"nom","Bielsko-Biała","biɛlskɔ-biawa","sg","Bielsko-Biała","Bielsko-Biala","f",156,0.02991,"proper",""
"loc","Bielsku-Białej","biɛlsku-biawɛj","sg","Bielsko-Biała","Bielsko-Biala","f",173,0.03316,"proper",""
"gen","Bierzmowania","biɛʒmɔvania","sg","bierzmowanie","confirmation","n",155,0.02971,"proper",""
"nom","bilans","bilans","sg","bilans","balance","m3",327,0.06269,"common",""
"nom","bilet","bilɛt","sg","bilet","ticket","m3",648,0.12422,"common",""
"acc","bilet","bilɛt","sg","bilet","ticket","m3",648,0.12422,"common",""
"gen","biletów","bilɛtuv","pl","bilet","ticket","m3",684,0.13112,"common",""
"gen","biletu","bilɛtu","sg","bilet","ticket","m3",373,0.0715,"common",""
"acc","bilety","bilɛtɨ","pl","bilet","ticket","m3",1082,0.20742,"common",""
"nom","bilety","bilɛtɨ","pl","bilet","ticket","m3",1082,0.20742,"common",""
"loc","Biłgoraju","biwgɔraju","sg","Biłgoraj","Bilgoraj","m3",143,0.02741,"proper",""
"nom","Bill","bill","sg","Bill","Bill","m1",196,0.03757,"proper",""
"gen","biologii","biɔlɔgii","sg","biologia","biology","f",311,0.05962,"common",""
"nom","bis","bis","sg","bis","encore","m3",147,0.02818,"common",""
"nom","biskup","biskup","sg","biskup","bishop","m1",525,0.10064,"common",""
"acc","biskupa","biskupa","sg","biskup","bishop","m1",341,0.06537,"common",""
"gen","biskupa","biskupa","sg","biskup","bishop","m1",341,0.06537,"common",""
"acc","Biskupa","biskupa","sg","Biskup","Bishop","m1",136,0.02607,"proper","b"
"gen","Biskupa","biskupa","sg","Biskup","Bishop","m1",136,0.02607,"proper","b"
"nom","biskupi","biskupi","pl","biskup","bishop","m1",161,0.03086,"common",""
"gen","biskupów","biskupuv","pl","biskup","bishop","m1",297,0.05694,"common",""
"nom","bitwa","bitfa","sg","bitwa","battle","f",294,0.05636,"common",""
"loc","bitwie","bitfiɛ","sg","bitwa","battle","f",259,0.04965,"common",""
"gen","bitwy","bitfɨ","sg","bitwa","battle","f",564,0.10812,"common",""
"loc","biuletynie","biulɛtɨniɛ","sg","biuletyn","bulletin","m3",195,0.03738,"common",""
"gen","biur","biur","pl","biuro","office","n",393,0.07534,"common",""
"acc","biura","biura","pl","biuro","office","n",1903,0.36481,"common",""
"gen","biura","biura","sg","biuro","office","n",1903,0.36481,"common",""
"loc","biurach","biuracx","pl","biuro","office","n",157,0.0301,"common",""
"inst","biurem","biurɛm","sg","biuro","office","n",219,0.04198,"common",""
"acc","biuro","biurɔ","sg","biuro","office","n",1938,0.37152,"common",""
"nom","biuro","biurɔ","sg","biuro","office","n",1938,0.37152,"common",""
"loc","biurze","biuʒɛ","sg","biuro","office","n",713,0.13668,"common",""
"acc","biznes","biznɛs","sg","biznes","business","m3",1009,0.19343,"common",""
"nom","biznes","biznɛs","sg","biznes","business","m3",1009,0.19343,"common",""
"loc","biznesie","biznɛsiɛ","sg","biznes","business","m3",319,0.06115,"common",""
"gen","biznesu","biznɛsu","sg","biznes","business","m3",1525,0.29235,"common",""
"nom","biżuteria","biʒutɛria","sg","biżuteria","jewelry","f",198,0.03796,"common",""
"acc","biżuterię","biʒutɛriɛ","sg","biżuteria","jewelry","f",146,0.02799,"common",""
"gen","biżuterii","biʒutɛrii","sg","biżuteria","jewelry","f",243,0.04658,"common",""
"gen","blachy","blacxɨ","sg","blacha","sheet metal","f",347,0.06652,"common",""
"nom","Black","black","sg","Black","Black","m3",383,0.07342,"proper","E"
"nom","Black","black","sg","Black","Black","m2",213,0.04083,"proper","E"
"acc","błąd","bwɛnc","sg","błąd","mistake","m3",1460,0.27988,"common",""
"nom","błąd","bwɛnc","sg","błąd","mistake","m3",1460,0.27988,"common",""
"loc","błędach","bwɛndacx","pl","błąd","mistake","m3",147,0.02818,"common",""
"inst","błędem","bwɛndɛm","sg","błąd","mistake","m3",193,37,"common",""
"gen","błędów","bwɛnduv","pl","błąd","mistake","m3",986,0.18902,"common",""
"gen","błędu","bwɛndu","sg","błąd","mistake","m3",380,0.07285,"common",""
"nom","błędy","bwɛndɨ","pl","błąd","mistake","m3",899,0.17234,"common",""
"acc","błędy","bwɛndɨ","pl","błąd","mistake","m3",899,0.17234,"common",""
"loc","błędzie","bwɛndziɛ","sg","błąd","mistake","m3",163,0.03125,"common",""
"gen","bliskich","bliskicx","pl","bliscy","relatives","m1",247,0.04735,"common",""
"gen","bliskich","bliskicx","pl","bliski","loved one ","m1",146,0.02799,"common",""
"gen","bliźniego","bliʑniɛgɔ","sg","bliźni","twin","m1",180,0.03451,"common",""
"acc","blog","blɔk","sg","blog","blog","m3",764,0.14646,"common",""
"nom","blog","blɔk","sg","blog","blog","m3",764,0.14646,"common",""
"gen","bloga","blɔga","sg","blog","blog","m3",267,0.05118,"common",""
"acc","bloga","blɔga","sg","blog","blog","m3",267,0.05118,"common",""
"gen","bloga","blɔga","sg","blog","blog","m2",299,0.05732,"common",""
"acc","bloga","blɔga","sg","blog","blog","m2",299,0.05732,"common",""
"nom","blogi","blɔgi","pl","blog","blog","m3",141,0.02703,"common",""
"gen","błogosławieństwa","bwɔgɔswaviɛɲstfa","sg","błogosławieństwo","blessing","n",181,0.0347,"common",""
"acc","błogosławieństwo","bwɔgɔswaviɛɲstfɔ","sg","błogosławieństwo","blessing","n",244,0.04678,"common",""
"loc","blogu","blɔgu","sg","blog","blog","m3",714,0.13688,"common",""
"acc","blok","blɔk","sg","blok","Unit","m3",401,0.07687,"common",""
"nom","blok","blɔk","sg","blok","Unit","m3",401,0.07687,"common",""
"gen","bloków","blɔkuv","pl","blok","Unit","m3",243,0.04658,"common",""
"gen","bloku","blɔku","sg","blok","Unit","m3",654,0.12537,"common",""
"loc","bloku","blɔku","sg","blok","Unit","m3",654,0.12537,"common",""
"nom","blues","bluɛs","sg","blues","blues","m2",322,0.06173,"common",""
"nom","bóg","buk","sg","bóg","God","m1",2933,0.56226,"common",""
"acc","boga","bɔga","sg","bóg","God","m1",2340,0.44858,"common",""
"gen","boga","bɔga","sg","bóg","God","m1",2340,0.44858,"common",""
"acc","Boga","bɔga","sg","Boga","God","m1",940,0.1802,"proper","b"
"gen","Boga","bɔga","sg","Boga","God","m1",940,0.1802,"proper","b"
"gen","bogactwa","bɔgactfa","sg","bogactwo","wealth","n",222,0.04256,"common",""
"inst","bogactwem","bɔgactfɛm","sg","bogactwo","wealth","n",146,0.02799,"common",""
"nom","bogactwo","bɔgactfɔ","sg","bogactwo","wealth","n",353,0.06767,"common",""
"acc","bogactwo","bɔgactfɔ","sg","bogactwo","wealth","n",353,0.06767,"common",""
"nom","Bogdan","bɔgdan","sg","Bogdan","Bogdan","m1",381,0.07304,"proper",""
"inst","bogiem","bɔgiɛm","sg","bóg","God","m1",914,0.17522,"common",""
"gen","bogów","bɔguv","pl","bóg","God","m1",271,0.05195,"common",""
"nom","bogowie","bɔgɔviɛ","pl","bóg","God","m1",168,0.03221,"common",""
"dat","Bogu","bɔgu","sg","Bóg","God","m1",1122,0.21509,"common","b"
"loc","Bogu","bɔgu","sg","Bóg","God","m1",1122,0.21509,"common","b"
"nom","Bogusław","bɔguswav","sg","Bogusław","Bogusław","m1",273,0.05233,"proper",""
"nom","bohater","bɔxatɛr","sg","bohater","character","m1",685,0.13132,"common",""
"acc","bohatera","bɔxatɛra","sg","bohater","character","m1",629,0.12058,"common",""
"gen","bohatera","bɔxatɛra","sg","bohater","character","m1",629,0.12058,"common",""
"inst","bohaterami","bɔxatɛrami","pl","bohater","character","m1",220,0.04217,"common",""
"inst","bohaterem","bɔxatɛrɛm","sg","bohater","character","m1",389,0.07457,"common",""
"nom","bohaterka","bɔxatɛrka","sg","bohaterka","heroine","f",180,0.03451,"common",""
"gen","bohaterki","bɔxatɛrki","sg","bohaterka","heroine","f",194,0.03719,"common",""
"acc","bohaterów","bɔxatɛruv","pl","bohater","character","m1",986,0.18902,"common",""
"gen","bohaterów","bɔxatɛruv","pl","bohater","character","m1",986,0.18902,"common",""
"nom","bohaterowie","bɔxatɛrɔviɛ","pl","bohater","character","m1",492,0.09432,"common",""
"gen","boiska","bɔiska","sg","boisko","court","n",554,0.1062,"common",""
"acc","boisko","bɔiskɔ","sg","boisko","court","n",452,0.08665,"common",""
"loc","boisku","bɔisku","sg","boisko","court","n",749,0.14358,"common",""
"acc","boje","bɔjɛ","pl","bój","battle","m3",223,0.04275,"common",""
"acc","bok","bɔk","sg","bok","side","m3",400,0.07668,"common",""
"loc","bokach","bɔkacx","pl","bok","side","m3",186,0.03566,"common",""
"acc","boki","bɔki","pl","bok","side","m3",189,0.03623,"common",""
"gen","boku","bɔku","sg","bok","side","m3",798,0.15298,"common",""
"loc","boku","bɔku","sg","bok","side","m3",798,0.15298,"common",""
"acc","ból","bul","sg","ból","pain","m3",1495,0.28659,"common",""
"nom","ból","bul","sg","ból","pain","m3",1495,0.28659,"common",""
"nom","bóle","bulɛ","pl","ból","pain","m3",613,0.11751,"common",""
"acc","bóle","bulɛ","pl","ból","pain","m3",613,0.11751,"common",""
"inst","bólem","bulɛm","sg","ból","pain","m3",227,0.04352,"common",""
"nom","Bolesław","bɔlɛswav","sg","Bolesław","Bolesław","m1",197,0.03777,"proper",""
"gen","Bolesława","bɔlɛswava","sg","Bolesław","Bolesław","m1",257,0.04927,"proper",""
"gen","bólu","bulu","sg","ból","pain","m3",988,0.1894,"common",""
"nom","bomba","bɔmba","sg","bomba","bomb","f",151,0.02895,"common",""
